# lon,lat decimated Natural Earth 110m coastline (public domain)
-114.674,30.163
-114.331,29.75
-113.589,29.062
-113.14,28.411
-112.762,27.78
-112.245,27.172
-111.616,26.663
-111.285,25.733
-110.71,24.826
-110.173,24.266
-109.772,23.811
-109.409,23.365
-109.854,22.818
-110.295,23.431
-110.95,24.001
-111.671,24.484
-112.182,24.738
-112.149,25.47
-112.777,26.322
-113.465,26.768
-114.466,27.142
-115.055,27.723
-114.199,28.115
-114.932,29.279
-115.519,29.556
-115.887,30.181
-116.258,30.836
-116.722,31.636
-117.128,32.535
-117.944,33.621
-118.52,34.028
-119.439,34.348
-120.368,34.447
-120.744,35.157
-121.715,36.162
-122.547,37.552
-122.953,38.114
-123.727,38.952
-123.865,39.767
-124.398,40.313
-124.179,41.142
-124.214,42.0
-124.533,42.766
-124.142,43.708
-124.021,44.616
-123.899,45.523
-124.08,46.865
-124.396,47.72
-124.687,48.184
-123.12,48.04
-122.587,47.096
-122.5,48.18
-122.84,49
-124.91,49.985
-125.625,50.417
-127.436,50.831
-127.993,51.716
-127.85,52.33
-129.13,52.755
-129.305,53.562
-130.515,54.288
-131.086,55.179
-131.967,55.498
-132.25,56.37
-133.539,57.179
-134.078,58.123
-135.038,58.188
-136.628,58.212
-137.8,58.5
-139.868,59.538
-140.825,59.728
-142.574,60.084
-143.959,59.999
-145.926,60.459
-147.114,60.885
-148.224,60.673
-148.018,59.978
-149.728,59.706
-150.608,59.368
-151.716,59.156
-151.41,60.726
-150.347,61.034
-151.896,60.727
-152.578,60.062
-154.019,59.35
-153.288,58.865
-154.232,58.146
-155.307,57.728
-156.308,57.423
-158.117,56.464
-158.433,55.994
-159.603,55.567
-160.29,55.644
-161.223,55.365
-162.238,55.024
-163.069,54.69
-164.786,54.404
-163.848,55.039
-162.87,55.348
-161.804,55.895
-160.564,56.008
-160.071,56.418
-158.684,57.017
-157.723,57.57
-157.55,58.328
-157.042,58.919
-158.195,58.616
-159.059,58.424
-159.712,58.931
-160.355,59.071
-161.355,58.671
-162.055,59.267
-162.518,59.99
-163.818,59.798
-164.662,60.267
-165.346,60.507
-166.121,61.5
-165.734,62.075
-164.919,62.633
-164.563,63.146
-163.753,63.219
-163.067,63.059
-162.261,63.542
-161.534,63.456
-160.773,63.766
-161.518,64.403
-160.778,64.789
-162.453,64.559
-163.546,64.559
-164.961,64.447
-166.425,64.687
-166.845,65.089
-168.111,65.67
-166.705,66.088
-164.475,66.577
-163.653,66.577
-161.678,66.116
-162.49,66.736
-163.72,67.116
-164.431,67.616
-165.39,68.043
-166.764,68.359
-166.205,68.883
-164.431,68.916
-163.169,69.371
-161.909,70.333
-160.935,70.448
-159.039,70.892
-158.12,70.825
-156.581,71.358
-155.068,71.148
-154.344,70.696
-152.21,70.83
-150.74,70.43
-149.72,70.53
-147.613,70.214
-145.69,70.12
-144.92,69.99
-143.589,70.153
-142.073,69.852
-140.986,69.712
-139.121,69.471
-137.546,68.99
-136.504,68.898
-135.626,69.315
-134.415,69.627
-132.929,69.505
-131.431,69.945
-129.795,70.194
-129.108,69.779
-128.362,70.013
-127.447,70.377
-125.756,69.481
-124.425,70.158
-124.29,69.4
-123.061,69.564
-121.472,69.798
-119.943,69.378
-117.603,69.011
-116.226,68.841
-115.247,68.906
-113.898,68.399
-115.305,67.903
-113.497,67.688
-110.798,67.806
-109.946,67.981
-108.88,67.381
-107.792,67.887
-108.813,68.312
-108.167,68.654
-106.95,68.7
-106.15,68.8
-105.343,68.561
-104.338,68.018
-103.221,68.098
-101.454,67.647
-99.902,67.806
-98.443,67.782
-97.669,68.579
-96.12,68.239
-96.126,67.293
-95.489,68.091
-94.685,68.064
-94.233,69.069
-95.304,69.686
-96.471,70.09
-96.391,71.195
-95.209,71.921
-93.89,71.76
-92.878,71.319
-91.52,70.191
-92.407,69.7
-90.547,69.498
-90.551,68.475
-89.215,69.259
-88.02,68.615
-88.317,67.873
-87.35,67.199
-86.306,67.921
-85.577,68.785
-85.522,69.882
-84.101,69.805
-82.623,69.658
-81.28,69.162
-81.964,68.133
-81.259,67.597
-83.345,66.412
-84.735,66.257
-85.769,66.558
-86.068,66.056
-87.031,65.213
-88.483,64.099
-89.914,64.033
-90.704,63.61
-91.933,62.835
-93.157,62.025
-94.242,60.899
-94.629,60.11
-94.685,58.949
-93.215,58.782
-92.765,57.846
-92.297,57.087
-90.898,57.285
-89.04,56.852
-88.04,56.472
-87.324,55.999
-86.071,55.724
-85.012,55.303
-83.361,55.245
-82.273,55.148
-82.436,54.282
-82.125,53.277
-81.401,52.158
-79.913,51.208
-79.143,51.534
-78.602,52.562
-79.124,54.141
-79.83,54.668
-78.229,55.136
-77.096,55.837
-76.541,56.534
-76.623,57.203
-77.302,58.052
-78.517,58.805
-77.337,59.853
-77.773,60.758
-78.107,62.32
-77.411,62.551
-75.696,62.278
-74.668,62.181
-73.84,62.444
-72.909,62.105
-71.677,61.525
-69.59,61.061
-69.62,60.221
-69.288,58.957
-68.375,58.801
-67.65,58.212
-66.202,58.767
-65.245,59.871
-64.584,60.336
-63.805,59.443
-62.502,58.167
-61.397,56.967
-61.799,56.339
-60.469,55.775
-59.57,55.204
-57.975,54.945
-57.333,54.626
-56.937,53.78
-56.158,53.647
-55.756,53.27
-55.683,52.147
-56.409,51.771
-57.127,51.42
-58.775,51.064
-60.033,50.243
-61.724,50.08
-63.863,50.291
-65.363,50.298
-66.399,50.229
-67.236,49.512
-68.511,49.068
-69.954,47.745
-71.105,46.822
-70.255,46.986
-68.65,48.3
-66.552,49.133
-65.056,49.233
-64.171,48.743
-65.115,48.071
-64.799,46.993
-64.472,46.238
-63.173,45.739
-61.521,45.884
-60.518,47.008
-60.449,46.283
-59.803,45.92
-61.04,45.265
-63.255,44.67
-64.247,44.266
-65.364,43.545
-66.123,43.619
-66.162,44.465
-64.425,45.292
-66.026,45.259
-67.137,45.138
-68.033,44.325
-69.06,43.98
-70.116,43.684
-70.645,43.09
-70.825,42.335
-70.495,41.805
-71.12,41.494
-71.854,41.32
-72.876,41.221
-73.71,40.931
-72.241,41.119
-73.345,40.63
-74.257,40.473
-74.178,39.709
-74.906,38.94
-75.528,39.498
-75.072,38.782
-75.377,38.016
-75.94,37.217
-75.722,37.937
-76.233,38.319
-76.35,39.15
-76.329,38.083
-76.99,38.24
-76.302,37.918
-76.259,36.966
-75.868,36.551
-75.727,35.551
-76.363,34.809
-77.398,34.512
-78.055,33.925
-79.061,33.494
-80.301,32.509
-80.865,32.033
-81.336,31.44
-81.49,30.73
-81.314,30.036
-80.98,29.18
-80.536,28.472
-80.057,26.88
-80.132,25.817
-80.381,25.206
-81.172,25.201
-81.71,25.87
-82.24,26.73
-82.705,27.495
-82.65,28.55
-82.93,29.1
-83.71,29.937
-85.109,29.636
-85.773,30.153
-86.4,30.4
-87.53,30.274
-88.418,30.385
-89.18,30.316
-89.43,29.489
-90.155,29.117
-90.88,29.149
-91.627,29.677
-92.499,29.552
-93.226,29.784
-94.69,29.48
-95.6,28.739
-96.594,28.307
-97.14,27.83
-97.38,26.69
-97.14,25.87
-97.528,24.992
-97.703,24.272
-97.776,22.933
-97.699,21.899
-97.389,21.411
-97.189,20.635
-96.526,19.891
-96.292,19.32
-95.901,18.828
-94.839,18.563
-94.426,18.144
-93.549,18.424
-92.786,18.525
-92.037,18.705
-91.408,18.876
-90.772,19.284
-90.534,19.867
-90.451,20.708
-89.601,21.262
-88.544,21.494
-87.658,21.459
-86.812,21.332
-87.383,20.255
-87.621,19.647
-87.837,18.26
-88.285,17.644
-88.355,16.531
-88.931,15.887
-88.19,15.72
-87.368,15.847
-86.441,15.783
-85.683,15.954
-84.527,15.857
-83.774,15.424
-83.147,14.996
-83.412,13.97
-83.552,13.127
-83.473,12.419
-83.72,11.893
-83.809,11.103
-83.402,10.395
-83.016,9.993
-82.546,9.566
-82.546,9.566
-82.208,8.996
-81.439,8.786
-80.522,9.111
-79.915,9.313
-79.021,9.553
-78.056,9.248
-77.353,8.671
-71.712,19.714
-70.807,19.88
-70.214,19.623
-69.769,19.293
-69.254,19.015
-68.318,18.612
-68.689,18.205
-69.624,18.381
-70.517,18.184
-71.4,17.599
-71.708,18.045
-72.372,18.215
-73.455,18.218
-74.458,18.343
-73.45,18.526
-72.695,18.446
-72.792,19.102
-73.415,19.64
-72.58,19.872
-71.712,19.714
14.761,38.144
15.52,38.231
15.16,37.444
15.1,36.62
14.335,36.997
12.431,37.613
13.741,38.035
14.761,38.144
37.539,44.657
38.68,44.28
39.955,43.435
132.371,33.464
132.924,34.06
133.904,34.365
134.638,34.149
134.203,33.201
133.28,33.29
133.015,32.705
132.363,32.989
-16.257,19.097
-16.278,20.093
-17.063,21.0
-16.973,21.886
-16.262,22.679
-15.983,23.723
-15.426,24.359
-14.825,25.104
-14.44,26.254
-13.774,26.619
-13.14,27.64
-12.619,28.038
-11.689,28.149
-10.901,28.832
-10.4,29.099
-9.565,29.934
-9.815,31.178
-9.435,32.038
-8.657,33.24
-7.654,33.697
-6.913,34.11
-6.244,35.146
-5.93,35.76
-4.591,35.331
-3.64,35.4
-2.604,35.179
-1.209,35.715
-0.127,35.889
0.504,36.301
1.467,36.606
3.162,36.784
4.816,36.865
6.262,37.111
7.33,37.118
8.421,36.946
9.51,37.35
10.21,37.23
11.029,37.092
10.6,36.41
10.94,35.699
10.808,34.834
10.15,34.331
10.857,33.769
11.489,33.137
12.663,32.793
13.919,32.712
15.246,32.265
15.714,31.376
16.612,31.182
18.021,30.764
19.086,30.266
20.053,30.986
19.82,31.752
20.134,32.238
20.855,32.707
21.543,32.843
22.896,32.639
23.237,32.191
23.928,32.017
24.921,31.899
26.495,31.586
27.458,31.321
28.45,31.026
29.683,31.187
30.977,31.556
31.688,31.43
31.96,30.934
32.994,31.024
33.773,30.967
34.556,31.549
34.955,32.827
35.482,33.905
35.98,34.61
35.905,35.41
35.782,36.275
36.161,36.651
34.715,36.796
34.027,36.22
32.509,36.108
31.7,36.644
30.622,36.678
29.7,36.144
28.733,36.677
27.641,36.659
27.049,37.653
26.318,38.208
26.805,38.986
26.171,39.464
27.28,40.42
28.82,40.46
29.24,41.22
31.146,41.088
32.348,41.736
33.513,42.019
35.168,42.04
36.913,41.335
38.348,40.949
39.513,41.103
40.373,41.014
41.554,41.536
41.453,42.645
40.875,43.014
39.955,43.435
38.68,44.28
37.539,44.657
36.675,45.245
37.403,45.405
38.233,46.241
37.674,46.637
39.148,47.045
38.224,47.102
37.425,47.022
36.76,46.699
35.824,46.646
34.962,46.273
35.51,45.41
36.53,45.47
35.24,44.94
33.883,44.361
33.326,44.565
32.454,45.327
33.588,45.852
31.744,46.333
30.749,46.583
30.378,46.032
29.603,45.293
29.142,44.82
28.558,43.707
28.039,43.293
27.674,42.578
27.997,42.007
28.988,41.3
27.619,41.0
26.358,40.152
26.043,40.618
25.448,40.853
23.715,40.687
24.408,40.125
23.343,39.961
22.814,40.476
22.85,39.659
23.35,39.19
23.53,38.51
24.025,38.22
23.115,37.92
23.41,37.41
23.154,36.423
21.67,36.845
21.295,37.645
21.12,38.31
20.73,38.77
20.218,39.34
19.96,39.915
19.406,40.251
19.404,41.41
19.162,41.955
18.45,42.48
17.51,42.85
16.93,43.21
16.015,43.507
15.174,44.243
14.902,45.076
14.259,45.234
13.679,45.484
13.142,45.737
12.329,45.382
12.261,44.6
12.589,44.091
13.527,43.588
14.03,42.761
15.143,41.955
15.926,41.961
16.785,41.18
17.519,40.877
18.377,40.356
16.87,40.442
16.449,39.795
17.171,39.425
16.635,38.844
16.101,37.986
15.892,38.751
15.719,39.544
15.414,40.048
14.703,40.605
14.061,40.786
13.628,41.188
12.888,41.253
12.107,41.705
11.192,42.355
10.512,42.931
10.2,43.92
8.889,44.366
7.851,43.767
6.529,43.129
4.557,43.4
3.1,43.075
3.039,41.892
2.092,41.226
0.811,41.015
0.107,40.124
-0.279,39.31
0.111,38.739
-0.467,38.292
-0.683,37.642
-1.438,37.443
-2.146,36.674
-3.416,36.659
-4.369,36.678
-4.995,36.325
-5.377,35.947
-6.237,36.368
-6.52,36.943
-7.454,37.098
-8.383,36.979
-8.746,37.651
-9.287,38.358
-9.447,39.392
-9.048,39.755
-8.769,40.761
-8.991,41.543
-8.984,42.593
-9.393,43.027
-7.978,43.748
-6.754,43.568
-5.412,43.574
-4.348,43.403
-3.518,43.456
-1.901,43.423
-1.384,44.023
-1.194,46.015
-2.226,47.064
-2.963,47.57
-4.492,47.955
-4.592,48.684
-3.296,48.902
-1.617,48.644
-1.933,49.776
-0.989,49.347
1.339,50.127
1.639,50.947
2.514,51.149
3.315,51.346
3.83,51.621
4.706,53.092
6.074,53.51
6.905,53.482
7.936,53.748
8.801,54.021
8.526,54.963
8.12,55.518
8.09,56.54
8.543,57.11
9.424,57.172
10.58,57.73
10.25,56.89
10.912,56.459
10.37,56.19
9.65,55.47
9.922,54.983
10.95,54.364
11.956,54.196
12.518,54.47
13.647,54.076
14.12,53.757
14.803,54.051
16.363,54.513
17.623,54.852
18.621,54.683
19.661,54.426
21.268,55.19
21.056,56.031
21.09,56.784
21.582,57.412
22.524,57.753
23.318,57.006
24.121,57.026
24.313,57.793
23.427,58.613
24.604,59.466
25.864,59.611
26.949,59.446
27.981,59.475
29.118,60.028
28.07,60.504
26.255,60.424
24.497,60.057
22.87,59.846
22.291,60.392
21.322,60.72
21.545,61.705
21.059,62.607
21.536,63.19
22.443,63.818
24.731,64.902
25.398,65.111
23.903,66.007
22.183,65.724
21.214,65.026
21.37,64.414
19.779,63.61
17.848,62.749
17.12,61.341
17.831,60.637
18.788,60.082
17.869,58.954
16.829,58.72
16.448,57.041
15.88,56.104
14.667,56.201
14.101,55.408
12.943,55.362
12.625,56.307
11.788,57.442
11.027,58.856
10.357,59.47
8.382,58.313
7.049,58.079
5.666,58.588
5.308,59.663
4.992,61.971
5.913,62.614
8.553,63.454
10.528,64.486
12.358,65.88
14.761,67.811
16.436,68.563
19.184,69.817
21.378,70.255
23.024,70.202
24.547,71.03
26.37,70.986
28.166,71.185
31.293,70.454
30.005,70.186
31.101,69.558
32.133,69.906
33.775,69.301
36.514,69.063
40.292,67.932
41.06,67.457
40.016,66.266
38.383,66.0
33.919,66.76
33.184,66.633
34.815,65.9
34.944,64.414
36.231,64.109
37.013,63.85
36.54,64.764
37.176,65.143
39.593,64.521
40.436,64.764
39.763,65.497
42.093,66.476
43.016,66.419
43.95,66.069
44.532,66.756
43.698,67.352
44.175,67.962
43.453,68.571
46.25,68.25
46.821,67.69
45.555,67.567
46.349,66.668
47.894,66.885
48.139,67.522
53.717,68.857
54.472,68.808
53.486,68.201
54.753,68.087
55.443,68.439
57.317,68.466
58.802,68.881
59.941,68.278
61.078,68.941
60.03,69.52
60.55,69.85
63.504,69.547
64.888,69.235
68.512,68.092
69.181,68.616
68.164,69.144
66.93,69.455
67.26,69.929
66.725,70.709
68.54,71.934
69.196,72.843
69.94,73.04
72.588,72.776
72.796,72.22
71.848,71.409
72.47,71.09
72.792,70.391
72.565,69.021
73.668,68.408
73.239,67.74
71.28,66.32
72.423,66.173
72.821,66.533
73.921,66.789
74.187,67.284
75.052,67.76
74.469,68.329
74.936,68.989
73.842,69.071
73.602,69.628
74.4,70.632
73.101,71.447
74.891,72.121
74.659,72.832
75.684,72.301
75.289,71.336
76.359,71.153
75.903,71.874
77.577,72.267
79.652,72.32
81.5,71.75
80.611,72.583
80.511,73.648
82.25,73.85
84.655,73.806
86.822,73.937
86.01,74.46
87.167,75.116
88.316,75.144
90.26,75.64
92.901,75.773
95.86,76.14
96.678,75.915
98.923,76.447
100.76,76.43
101.991,77.288
104.352,77.698
106.067,77.374
104.705,77.127
106.97,76.974
107.24,76.48
108.154,76.723
111.077,76.71
113.332,76.222
114.134,75.848
113.885,75.328
112.779,75.032
110.151,74.477
109.4,74.18
110.64,74.04
112.119,73.788
113.02,73.977
113.53,73.335
115.568,73.753
118.776,73.588
123.201,72.971
123.258,73.735
125.38,73.56
126.976,73.565
128.591,73.039
129.052,72.399
128.46,71.98
129.716,71.193
131.289,70.787
132.254,71.836
133.858,71.386
135.562,71.655
137.498,71.348
138.234,71.628
139.87,71.488
139.148,72.416
140.468,72.849
149.5,72.2
150.351,71.606
152.969,70.842
157.007,71.031
158.998,70.867
159.83,70.453
159.709,69.722
160.941,69.437
162.279,69.642
164.052,69.668
165.94,69.472
167.863,69.569
169.578,68.694
170.817,69.014
170.008,69.653
170.453,70.097
173.644,69.817
175.724,69.877
178.6,69.4
180,68.964
180,64.98
178.707,64.535
177.411,64.608
178.313,64.076
178.908,63.252
179.486,62.569
177.364,62.522
174.569,61.769
173.68,61.653
172.15,60.95
170.698,60.336
170.331,59.882
168.9,60.574
166.295,59.789
165.84,60.16
164.877,59.732
163.539,59.869
163.217,59.211
162.017,58.243
163.192,57.615
163.058,56.159
162.126,56.116
161.701,55.286
162.117,54.855
160.369,54.344
160.022,53.203
158.531,52.959
158.231,51.943
156.79,51.011
156.42,51.7
155.992,53.159
155.434,55.381
155.914,56.768
156.758,57.365
158.364,58.056
160.151,59.315
161.872,60.343
163.67,61.141
164.474,62.551
163.258,62.466
162.658,61.642
160.121,60.544
159.302,61.774
156.721,61.434
154.218,59.758
155.044,59.145
152.812,58.884
151.266,58.781
151.338,59.504
149.784,59.656
148.545,59.164
145.487,59.336
142.198,59.04
138.958,57.088
135.126,54.73
136.702,54.604
137.193,53.977
138.165,53.755
138.805,54.255
139.902,54.19
141.345,53.09
141.379,52.239
140.597,51.24
140.513,50.046
140.062,48.447
138.555,47.0
138.22,46.308
136.862,45.143
135.515,43.989
134.869,43.398
133.537,42.811
132.278,43.285
130.936,42.553
130.4,42.28
129.966,41.941
129.705,40.883
129.01,40.485
127.967,40.025
127.502,39.324
128.35,38.612
129.213,37.432
129.46,36.784
129.468,35.632
129.091,35.082
128.186,34.89
127.387,34.476
126.486,34.39
126.559,35.685
126.117,36.725
126.86,36.894
126.175,37.75
125.275,37.669
124.712,38.108
125.222,38.666
125.387,39.388
124.737,39.66
122.868,39.638
122.131,39.17
121.055,38.897
121.586,39.361
122.169,40.422
121.64,40.946
120.769,40.593
119.64,39.898
119.023,39.252
118.043,39.204
117.533,38.738
118.06,38.061
118.878,37.897
119.703,37.156
120.823,37.87
121.711,37.481
122.52,36.931
121.104,36.651
120.637,36.111
119.665,35.61
119.151,34.91
120.228,34.36
120.62,33.377
121.229,32.46
121.908,31.692
121.892,30.949
121.264,30.676
121.504,30.143
122.092,29.833
121.938,29.018
121.684,28.226
120.395,27.053
119.585,25.741
118.657,24.547
117.282,23.625
115.891,22.783
114.764,22.668
114.153,22.224
113.241,22.051
111.844,21.55
110.785,21.397
110.509,20.565
109.89,20.282
109.628,21.008
108.523,21.715
106.715,20.697
105.882,19.752
105.662,19.058
106.427,18.004
107.362,16.697
108.269,16.08
108.877,15.277
109.335,13.426
109.2,11.667
108.366,11.008
107.221,10.364
106.405,9.531
105.158,8.6
104.795,9.241
105.076,9.918
104.334,10.487
103.497,10.633
103.091,11.154
102.585,12.187
101.687,12.646
100.832,12.627
100.978,13.413
100.098,13.407
100.019,12.307
99.479,10.846
99.154,9.963
99.222,9.239
100.28,8.295
100.459,7.43
101.017,6.857
102.141,6.222
102.962,5.524
103.381,4.855
103.332,3.727
103.502,2.791
104.248,1.631
103.52,1.226
102.574,1.967
101.391,2.761
100.695,3.939
100.557,4.767
100.197,5.312
100.306,6.041
99.691,6.848
98.988,7.908
98.504,8.382
98.34,7.795
98.259,8.974
98.554,9.933
98.457,10.675
98.765,11.441
98.428,12.033
98.51,13.122
98.104,13.64
97.778,14.837
97.597,16.101
97.165,16.929
96.506,16.427
95.369,15.714
94.189,16.038
94.533,17.277
94.325,18.214
93.541,19.366
93.078,19.855
92.369,20.671
92.083,21.192
91.835,22.183
91.417,22.765
90.496,22.805
90.273,21.836
89.419,21.966
88.889,21.691
86.976,21.496
87.033,20.743
86.499,20.152
85.06,19.479
83.941,18.302
83.189,17.671
82.193,17.017
81.693,16.31
80.792,15.952
80.025,15.136
80.233,13.836
80.286,13.006
79.863,12.056
79.858,10.357
78.885,9.546
78.278,8.933
77.941,8.253
76.593,8.899
76.13,10.3
75.746,11.308
75.396,11.781
74.865,12.742
74.617,13.993
74.444,14.617
73.534,15.991
73.12,17.929
72.821,19.208
72.824,20.42
72.631,21.356
71.175,20.757
70.47,20.877
69.164,22.089
69.645,22.451
68.177,23.692
67.444,23.945
67.145,24.664
66.373,25.425
64.53,25.237
62.906,25.218
61.497,25.078
59.616,25.38
58.526,25.61
57.397,25.74
56.971,26.966
55.724,26.965
54.715,26.481
53.493,26.812
52.484,27.581
51.521,27.866
50.853,28.815
50.115,30.148
48.941,30.317
48.568,29.927
48.183,29.534
48.416,28.552
48.808,27.69
49.471,27.11
50.152,26.69
50.113,25.944
50.527,25.328
50.81,24.755
50.744,25.482
51.013,26.007
51.589,25.801
51.39,24.627
51.794,24.02
52.577,24.177
53.404,24.151
54.693,24.798
55.439,25.439
56.071,26.055
56.397,24.925
56.845,24.242
57.403,23.879
58.137,23.748
58.729,23.566
59.181,22.992
59.808,22.534
59.442,21.715
58.861,21.114
58.488,20.429
57.826,20.243
57.789,19.068
56.61,18.574
56.284,17.876
55.27,17.632
54.791,16.951
53.571,16.708
52.385,16.382
52.168,15.597
51.173,15.175
49.575,14.709
48.679,14.003
47.354,13.592
46.717,13.4
45.878,13.348
45.406,13.027
44.495,12.722
43.483,12.637
43.223,13.221
43.088,14.063
42.892,14.802
42.702,15.719
42.65,16.775
42.271,17.475
41.754,17.833
41.221,18.672
40.939,19.486
40.248,20.175
39.139,21.292
39.024,21.987
38.493,23.688
38.024,24.079
37.155,24.858
36.932,25.603
36.249,26.57
35.64,27.377
35.13,28.063
34.788,28.607
34.956,29.357
34.427,28.344
34.155,27.823
33.137,28.418
32.423,29.851
32.735,28.705
33.349,27.7
34.105,26.142
34.474,25.599
34.795,25.034
35.692,23.927
35.526,23.102
36.691,22.205
37.189,21.019
37.115,19.808
37.482,18.614
38.41,17.998
38.991,16.841
39.266,15.923
39.814,15.436
41.179,14.491
41.735,13.921
42.277,13.344
43.081,12.7
43.286,11.975
42.716,11.736
43.471,11.278
44.118,10.446
45.557,10.698
46.645,10.817
47.526,11.127
48.379,11.375
49.268,11.43
50.259,11.68
50.732,12.022
51.042,11.167
50.834,10.28
50.552,9.199
50.071,8.082
49.453,6.805
48.595,5.339
47.741,4.219
46.565,2.855
45.564,2.046
44.068,1.053
43.136,0.292
42.042,-0.919
41.811,-1.446
40.885,-2.083
40.263,-2.573
40.121,-3.278
39.605,-4.347
38.741,-5.909
39.44,-6.84
39.195,-7.704
39.187,-8.486
39.536,-9.112
39.95,-10.098
40.478,-10.765
40.437,-11.762
40.561,-12.639
40.6,-14.202
40.477,-15.406
40.089,-16.101
39.453,-16.721
38.538,-17.101
37.411,-17.586
36.281,-18.66
35.198,-19.553
34.702,-20.497
35.176,-21.254
35.373,-21.841
35.534,-23.071
35.459,-24.123
35.041,-24.478
34.216,-24.816
33.013,-25.358
32.575,-25.727
32.916,-26.216
32.58,-27.47
32.462,-28.301
31.521,-29.257
30.902,-29.91
30.623,-30.424
30.056,-31.14
28.926,-32.172
28.22,-32.772
27.465,-33.227
26.419,-33.615
25.781,-33.945
25.173,-33.797
23.594,-33.794
22.574,-33.864
21.543,-34.259
20.689,-34.417
20.071,-34.795
19.193,-34.463
18.425,-33.998
18.25,-33.281
17.925,-32.611
18.222,-31.662
17.567,-30.726
17.064,-29.879
16.345,-28.577
15.602,-27.821
15.21,-27.091
14.99,-26.117
14.743,-25.393
14.408,-23.853
14.386,-22.657
13.869,-21.699
13.352,-20.873
12.827,-19.673
12.609,-19.045
11.795,-18.069
11.734,-17.302
11.779,-15.794
12.124,-14.878
12.5,-13.548
13.313,-12.484
13.634,-12.039
13.739,-11.298
13.387,-10.374
13.121,-9.767
12.875,-9.167
13.236,-8.563
12.933,-7.597
12.728,-6.927
12.227,-6.294
11.915,-5.038
11.094,-3.979
10.066,-2.969
9.405,-2.144
8.798,-1.111
9.048,-0.459
9.291,0.269
9.493,1.01
9.649,2.284
9.795,3.073
9.404,3.735
8.745,4.352
7.462,4.412
6.698,4.241
5.898,4.262
5.363,4.888
5.034,5.612
4.326,6.271
3.574,6.258
2.692,6.259
1.865,6.142
1.06,5.929
-0.508,5.343
-1.064,5.001
-1.965,4.71
-2.856,4.994
-4.009,5.18
-5.834,4.994
-6.529,4.705
-7.519,4.338
-9.005,4.832
-9.913,5.594
-10.765,6.141
-11.439,6.786
-12.428,7.263
-12.949,7.799
-13.247,8.903
-13.685,9.495
-14.074,9.886
-14.58,10.214
-14.84,10.877
-15.664,11.458
-16.315,11.807
-16.677,12.385
-16.842,13.151
-17.126,14.374
-17.625,14.73
-16.701,15.622
-16.463,16.135
-16.271,17.167
-16.146,18.108
-16.257,19.097
-177.55,68.2
-180.0,68.964
-180.0,-16.067
125.947,-8.432
126.957,-8.273
125.926,-9.106
125.089,-9.393
124.436,-10.14
123.58,-10.36
123.98,-9.29
124.969,-8.893
125.947,-8.432
-180,-84.713
-179.059,-84.139
-177.257,-84.453
-176.085,-84.099
-174.383,-84.534
-173.117,-84.118
-169.951,-83.885
-169.0,-84.118
-167.022,-84.57
-164.182,-84.825
-161.93,-85.139
-158.071,-85.374
-155.192,-85.1
-150.942,-85.296
-148.533,-85.609
-145.889,-85.315
-143.108,-85.041
-146.829,-84.531
-150.061,-84.296
-150.903,-83.904
-153.586,-83.689
-153.038,-82.827
-152.862,-82.043
-154.526,-81.768
-155.29,-81.416
-156.837,-81.102
-154.409,-81.161
-152.098,-81.004
-150.648,-81.337
-148.866,-81.043
-147.221,-80.671
-146.418,-80.338
-146.77,-79.926
-148.063,-79.652
-149.532,-79.358
-151.588,-79.299
-153.39,-79.162
-155.329,-79.064
-155.976,-78.692
-157.268,-78.378
-158.052,-78.026
-158.365,-76.889
-156.975,-77.301
-155.329,-77.203
-153.743,-77.066
-152.92,-77.497
-151.334,-77.399
-150.002,-77.183
-148.748,-76.909
-147.612,-76.576
-146.104,-76.478
-146.496,-75.733
-144.91,-75.204
-144.322,-75.537
-142.794,-75.341
-141.639,-75.086
-140.209,-75.067
-138.858,-74.969
-137.506,-74.734
-136.429,-74.518
-135.215,-74.303
-134.431,-74.361
-133.746,-74.44
-132.257,-74.303
-130.925,-74.479
-129.554,-74.459
-128.242,-74.322
-126.891,-74.42
-125.402,-74.518
-124.011,-74.479
-122.562,-74.499
-121.074,-74.518
-119.703,-74.479
-118.684,-74.185
-117.47,-74.028
-116.216,-74.244
-115.022,-74.068
-113.944,-73.715
-113.298,-74.028
-112.299,-74.714
-111.261,-74.42
-110.066,-74.793
-108.715,-74.91
-107.559,-75.184
-106.149,-75.126
-104.876,-74.949
-103.368,-74.988
-102.017,-75.126
-100.646,-75.302
-100.117,-74.871
-100.763,-74.538
-101.253,-74.185
-102.545,-74.107
-103.113,-73.734
-103.681,-72.618
-102.917,-72.755
-101.605,-72.813
-100.313,-72.755
-99.137,-72.911
-98.119,-73.205
-97.688,-73.558
-96.337,-73.617
-95.044,-73.48
-93.673,-73.284
-92.439,-73.166
-91.421,-73.401
-90.089,-73.323
-89.227,-72.559
-88.424,-73.009
-87.268,-73.186
-86.015,-73.088
-85.192,-73.48
-83.88,-73.519
-82.666,-73.636
-81.471,-73.852
-80.687,-73.48
-79.297,-73.519
-77.926,-73.421
-76.907,-73.636
-76.222,-73.97
-74.89,-73.872
-73.852,-73.656
-72.834,-73.401
-71.619,-73.264
-70.209,-73.147
-68.936,-73.009
-67.957,-72.794
-67.369,-72.48
-67.252,-71.638
-67.917,-70.854
-68.485,-70.109
-68.446,-69.326
-67.976,-68.953
-67.585,-68.542
